id,detail_id,option_text,type,score_value,option_type_id
2702,673,لديه شهادة صحية.,positive,,1
2703,673,لا توجد لديه شهادة صحية .,positive,,1
2704,674,ارتداء الزي.,positive,,1
2705,674,ارتداء الزي الرسمي للطباخين.,positive,,1
2706,674,ارتداء الزي.,positive,,1
2707,674,عدم ارتداء الزي.,negative,,2
2708,675,تم اجراء الاستبيان على المنتسبين عن نوعية وكمية الارزاق لوجبة وكانت النتيجة (الرضا),negative,,2
2709,675,(الرضا),positive,,1
2710,675,(عدم الرضا).,negative,,2
2711,675,اخرى,negative,,2
2712,675,ملحق (أ) – موقف الأشخاص,positive,,1
2713,675,ت,positive,,1
2714,675,الفئة الملاك      + الملاك,negative,,2
2715,675,الموجود,negative,,2
2716,675,الزيادة,positive,,1
2717,675,النقص,impediment,,3
2718,675,النسبة المئوية,negative,,2
2719,675,1,positive,,1
2720,675,الضباط,positive,,1
2721,675,2,positive,,1
2722,675,المراتب,negative,,2
2723,675,3,positive,,1
2724,675,الموظفين المدنيين,negative,,2
2725,675,ملحق (ب) – موقف الأسلحة,positive,,1
2726,675,ت,positive,,1
2727,675,نوع السلاح,positive,,1
2728,675,الموجود,negative,,2
2729,675,الزيادة,positive,,1
2730,675,النقص,impediment,,3
2731,675,النسبة المئوية,negative,,2
2732,675,1,positive,,1
2743,675,ملحق (د) – موقف العجلات,positive,,1
2744,675,ت,positive,,1
2745,675,نوع العجلة,positive,,1
2746,675,الموجود,negative,,2
2747,675,الزيادة,positive,,1
2748,675,النقص,impediment,,3
2749,675,النسبة المئوية,negative,,2
2750,675,1,positive,,1
2751,675,2,positive,,1
2752,675,ملحق (هـ) – موقف الاتصالات,positive,,1
2753,675,ت,positive,,1
2754,675,نوع الجهاز,positive,,1
2755,675,الموجود,negative,,2
2756,675,الزيادة,positive,,1
2757,675,النقص,impediment,,3
2758,675,النسبة المئوية,negative,,2
2759,675,1,positive,,1
2760,675,2,positive,,1
4895,728,موقف بالقضايا التحقيقية المسجلة بذمته والقضايا المهمة الاخرى التي يشرف عليها.,positive,0.00,1
4896,729,كفاءة ضباط التحقيق ومدى المامهم بهذا المجال.,positive,0.00,1
4897,729,متابعة القرارات القضائية.,positive,0.00,1
2924,109,التنسيق مع كافة الدوائر ضمن المنطقة الأمنية.,positive,0.00,1
2925,109,يتم متابعة التنسيق مع كافة الدوائر داخل المنطقة الأمنية وعدم معرفته بانفتاح الدوائر ذات العلاقة بالمنطقة الأمنية.,negative,0.00,2
2926,109,ضعف متابعة التنسيق مع كافة الدوائر داخل المنطقة الأمنية.,negative,0.00,2
4898,729,الالتزام باخلاقيات المهنة والحفاظ على سرية المعلومات.,positive,0.00,1
4899,730,توفر قاعدة بيانات عن المتورطين بتجارة وتهريب المخدرات ورقية والكترونية.,positive,0.00,1
3757,687,توفر المراسي الآمنة لكل مفرزة.,positive,0.00,1
4900,731,مفاتحة الدوائر ذات العلاقة عن الاموال المنقولة وغير المنقولة لتجار المخدرات.,positive,0.00,1
2831,101,الإيجاز لم يعد وفق أسس التفتيش المعتمدة، وتم اجراء التعديلات عليه ليطابق المهمة الفعلية للمنطقة الأمنية، وتم توزيع نسخ الى أعضاء اللجنة والحاضرين واستخدم العرض الإلكتروني ومكان العرض يتناسب مع أهمية المنطقة الأمنية. (Updated),negative,5.00,2
2832,101,الايجاز غير معد وفق الأسس المعتمدة وتم تعديله اثناء عمل اللجنة ومطابق للمهمة الفعلية للمنطقة الأمنية ومكان عرض الايجاز يتناسب مع أهمية المنطقة الأمنية ومتكامل من كافة النواحي (التقديم، الوقت، وسائل الايضاح، توزيع النسخ، حضور المعنيين). (Updated),negative,5.00,2
2833,101,الايجاز غير متكامل من ناحية ( التقديم، توزيع النسخ، حضور المعنيين). (Updated),negative,5.00,2
2834,101,الايجاز غير مطابق للمهمة الفعلية للمنطقة الأمنية وحسب الأسس الموضوعة وتم اجراء اللازم بتعديل الايجاز وفق الأسس. (Updated),negative,5.00,2
2835,101,الايجاز معد وفق الأسس المعتمدة. (Updated),positive,5.00,1
2836,101,الايجاز معد وفق الأسس المعتمدة وتم الايعاز الى معاون امر المنطقة بتقديم الايجاز بدلا من امر المنطقة. (Updated),positive,5.00,1
2837,101,الايجاز لم يعد وفق الأسس المعتمدة مع قلة النسخ الموزعة على المفتشين وتم التصحيح من قبل اللجنة وتقديم ايجازين (امني واداري) وتم افهام امر المنطقة بدمجهما بإيجاز واحد. (Updated),negative,5.00,2
2838,101,الايجاز المقدم غير معد وفق الأسس المعتمدة وجرى التعديل من قبل لجنة التفتيش. (Updated),negative,5.00,2
2845,102,المواقف غير مطابق مع الهيكل التنظيمي والوصف والقياس.,negative,0.00,2
2846,102,المواقف مطابق مع الهيكل التنظيمي والوصف والقياس.,positive,0.00,1
2859,103,المام مدير المنطقة الامنية بواجباته ضمن قاطع المسؤولية ولديه اطلاع بنقاط القوة والضعف واسلوب معالجتها وقوة القيادة للدوائر التي تحت سيطرته ومعرفة الحدود الفاصلة مع المناطق الأمنية المجاورة.,positive,0.00,1
2860,103,مدير المنطقة ملم بواجباته ولديه اطلاع بنقاط القوة والضعف وأسلوب معالجتها.,positive,0.00,1
2861,103,آمر المنطقة الأمنية لديه المام بواجباته ضمن قاطع المسؤولية.,positive,0.00,1
2862,103,مدير المنطقة غير ملم بواجباته ضمن قاطع المسؤولية.,negative,0.00,2
2863,103,امر المنطقة الامنية غير ملم بواجباته ضمن قاطع المسؤولية وليس لديه القدرة على القيادة والسيطرة لدوائر التي تحت سيطرته.,negative,0.00,2
2864,103,آمر المنطقة الامنية ملم بواجباته ضمن قاطع المسؤولية ولديه اطلاع بنقاط القوة والضعف واسلوب معالجتها وقيامه استطلاع المنطقة.,positive,0.00,1
2866,104,عدم ملائمة المناهج والكراسات التدريبية والمحاضرات لطبيعة وواجبات المنطقة الأمنية، ولم يتم تنفيذ مفردات التدريب الليلي وأيام الضباط.,negative,0.00,2
2867,104,عدم تنفيذ الرمي السنوي.,negative,0.00,2
2868,104,لم يتم تصفير الأسلحة مع العرض يتم ادامتها وفق منهج يومي اسبوعي شهري.,negative,0.00,2
2869,104,المناهج والكراسات التدريبية والمحاضرات غير معدة وفقاً لطبيعة وواجبات المنطقة، ويكون تنفيذ الرمي السنوي لشرطة العقود (فقط)، ولم يتم الالتزام بتنفيذ مفردات التدريب الليلي وأيام الضباط.,negative,0.00,2
2870,104,ضعف الاهتمام بالتدريب وخلق الفرص الملائمة وعدم تنفيذ مذكرة التدريب ومناهج التدريب اليومي وتوفر القاعدة المادية للتدريب.,negative,0.00,2
2871,104,عدم تنفيذ مذكرة التدريب ومناهج التدريب اليومي وعدم توفر القاعدة المادية للتدريب.,negative,0.00,2
2872,104,عدم تصفير وادامة الأسلحة.,negative,0.00,2
2873,104,عدم الالتزام بتنفيذ مفردات التدريب الليلي وأيام الضبط وعدم وجود إضبارة سد النقص.,negative,0.00,2
2874,104,عدم تنفيذ مذكرة التدريب وعدم توفر مناهج التدريب اليومي وعدم توفر القاعدة المادية للتدريب لصغر حجم بناية مقر المنطقة الامنية ووجود ساحة صغيرة جداً لغرض التجمع والعرض الصباحي وتستخدم لوقوف العجلات.,obstacle,0.00,4
2875,104,تم أعداد المناهجعدم تنفيذ مذكرة التدريب  بسبب عدم توفر القاعدة المادية للتدريب.,impediment,0.00,3
2876,104,لم يجري تنفيذ الرمي السنوي  ولم يتم تصفير الاسلحة.,negative,0.00,2
2877,104,عدم الالتزام بتنفيذ مفردات التدريب الليلي وأيام الضباط وعدم وجود ساحات تدريب اختصاصية.,negative,0.00,2
2878,104,عدم اهتمامه بالتدريب وخلق الفرص الملائمة وعدم تنفيذ مذكرة التدريب ومناهج التدريب اليومي وضعف القاعدة المادية للتدريب.,negative,0.00,2
2879,105,وجود اهتمام بإكمال الجاهزيـة الأمنية ومتابعة إضبارة سد النقص.,positive,0.00,1
2880,105,إكمال الجاهزيـة الأمنية والاهتمام بإضبارة سد النقص.,positive,0.00,1
2881,105,اكمال المتابعة والاهتمام بأضبارة سد النقص من خلال مفاتحة المراجع.,positive,0.00,1
2882,105,عدم الاهتمام باكمال الجاهزية الامنية وعدم اكمال اضبارة سد النقص.,negative,0.00,2
2883,105,عدم متابعة والاهتمام بإضبارة سد النقص.,negative,0.00,2
4902,732,عدد القضايا المسجلة ونسبة الانجاز.,positive,0.00,1
4903,733,عدد أوامر القبض الصادرة والمنفذ منها والمتبقي واسباب عدم التنفيذ.,positive,0.00,1
4904,733,نسبة الانجاز بالنسبة لأوامر القبض.,positive,0.00,1
4905,733,اضابير أوامر القبض الصادرة.,positive,0.00,1
4123,704,توفر قاعدة معلومات عن المجرمين وارباب السوابق وقاعدة بيانات المسح الميداني لقاطع المسؤولية وحفظ البيانات في هارد خارجي وتحديثه بشكل دوري. (0 د),positive,0.00,1
4124,704,عدم توفر قاعدة معلومات عن المجرمين وارباب السوابق وقاعدة بيانات المسح الميداني لقاطع المسؤولية. (0 د),negative,0.00,2
4125,704,عدم توفر قاعدة معلومات عن المجرمين وارباب السوابق ويوجد سجل مسح ميداني للقاطع فقط.,negative,0.00,2
4906,734,عدد ضباط التحقيق (تتناسب ـ لا تتناسب) مع حجم جرائم المخدرات.,positive,0.00,1
2885,106,لديه القدرة على ادارة الخلية الاستخبارية ووجود تعاون من أعضاء الخلية الاستخبارية مع مدير المنطقة الأمنية ومتابعة المعلومات المطروحة في اجتماعات الخلية الاستخبارية وإيجاد الحلول المناسبة لها.,positive,0.00,1
2886,106,وجود تعاون فيما بين أعضاء الخلية الاستخبارية مع آمر المنطقة الأمنية.,positive,0.00,1
2887,106,عدم تنظيم المحاضر الخاصة باجتماعات الخلية الاستخبارية,negative,0.00,2
2888,106,لديه القدرة على ادارة الخلية الاستخبارية وتنظيم متابعة المعلومات المطروحة ومحاضر الاجتماعات وإيجاد الحلول المناسبة لها.,positive,0.00,1
2889,106,ليس لديه القدرة على قيادة الأجهزة الأمنية العاملة بأمرته.,negative,0.00,2
4907,735,تخصيص ساحات نظامية وكافية لايواء العجلات المحجوزة تتوفر فيها كافة الشروط المطلوبة.,positive,0.00,1
4908,735,حرس الكراج والسيارات والاضابير الخاصة بكل عجلة.,positive,0.00,1
4909,735,البطاقات التعريفية النظامية لكل عجلة.,positive,0.00,1
2908,107,لديه قدرة في أتخـاذ القـرار المناسب في الحوادث الأمنية فى المنطقة الأمنية في حال حدوثها ومعالجة الحوادث الأمنية ضمن قاطع المسؤولية.,positive,0.00,1
2909,107,لديه القدرة على أتخـاذ القـرار المناسب في الحوادث الأمنية حال حدوثها والمامه بالحوادث في المناطق المجاورة.,positive,0.00,1
2910,107,عدم القدرة على تحريك وتكليف قوة الاحتياط بأي واجب لارتباطهم بمقر اللواء فقط ويتطلب اخذ موافقة مقر اللواء.,impediment,0.00,3
2911,107,ضعف في أتخـاذ القـرار المناسب في الحوادث الأمنية لعدم المامهم بالية العمل بالأمن المناطقي.,negative,0.00,2
2912,107,عدم وجود تنسيق مشترك وتبادل للمعلومات مع المناطق الأمنية المجاورة.,negative,0.00,2
2913,107,اكتمال المسح الميداني للمنطقة الأمنية بالتعاون مع الاجهـزة الأمنية وتأشير المناطق الواهنة.,positive,0.00,1
2914,107,لديه دور في ملف حصر السلاح بيد الدولة وتوجد قاعدة بيانات لهذا الغرض لجرد المناطق.,positive,0.00,1
2915,107,عدم وجود قاعدة بيانات لملف حصر السلاح بيد الدولة.,negative,0.00,2
2916,107,توزيع دوريات النجدة والمرور وحماية المنشآت وحسب الأهمية ومتابعة انتظام الواجبات.,positive,0.00,1
2927,109,لديه معرفة بانفتاح الدوائر الأجهزة الأمنية ضمن قاطع مسؤولية المنطقة الأمنية ووجود ضعف في التنسيق معها.,negative,0.00,2
2928,109,متابعته التنسيق مع الدوائر داخل المنطقة الأمنية ومعرفة انفتاح الدوائر ذات العلاقة ضمن المنطقة الأمنية.,positive,0.00,1
2929,109,لديه متابعة وتنسيق مع كافة الدوائر داخل المنطقة الأمنية و معرفة انفتاح الدوائر ذات العلاقة بالمنطقة.,positive,0.00,1
2930,111,عدم تأشير المناطق الساخنة ضمن المنطقة الأمنية على الخرائط.,negative,0.00,2
2931,111,ضعف تأشير المناطق الساخنة واستطلاع قاطع المسؤولية لمعرفة مناطق القوة والضعف لتوجيه الإجراءات الصحيحة وتأشير خرائط الموقف.,negative,0.00,2
2932,111,تم تأشير المناطق الساخنة ضمن المنطقة الأمنية.,positive,0.00,1
2933,111,لدية اهتمام بطبيعة المخاطر الأمنية ضمن قاطع المسؤولية واعداد التقارير ورفعها وتأشير الموقف العام والخاص.,positive,0.00,1
2934,111,توجد متابعة لتقارير التحليل الأمني للمنطقة الأمنية واعداد البيانات الخاصة بالمطلوبين والموقوفين والمحافظة على سرية البيانات.,positive,0.00,1
2935,111,عدم استخدام الرموز والمصطلحات العسكرية الصحيحة في تأشير الخرائط.,negative,0.00,2
2936,111,عدم وجود تقارير التحليل الأمني للمنطقة.,negative,0.00,2
2937,112,وجود اعداد ورقي لخطتي (الدفاع المحلي، مكافحة الحرائق) وتم اجراء تنفيذ ممارسات عليها.,positive,0.00,1
2938,112,تم تنفيذ ممارسة على خطتي الدفاع المحلي ومكافحة الحريق وكانت مستوى التنفيذ (دون الوسط).,negative,0.00,2
2939,112,وجود الإعداد الورقي لخطتي الدفاع واطفاء الحرائق وتنفيذ الممارسات عليها مع عدم وجود سجل لمعالجة السلبيات.,negative,0.00,2
2940,112,وجود سجل لتثبيت توقيتات ممارسات خطتي الدفاع المحلي واطفاء الحرائق.,positive,0.00,1
2941,112,سجلات الحركات مفتوحة ومدامة.,positive,0.00,1
2942,112,وجود سجلات الحركات المطلوبة ولكنها غير مدامة.,negative,0.00,2
2943,113,معاون شؤون العمليات يفحص بنفس النقاط التي يفحص بها مدير المنطقة باعتباره بديلاً له، وأداؤه متميز.,positive,0.00,1
2944,113,معاون شؤون العمليات أداؤه متوسط وتوجد بعض الملاحظات على إلمامه بالواجبات كبديل.,negative,0.00,2
2945,113,معاون شؤون العمليات  غير ملائم كبديل لمدير المنطقة الأمنية,negative,0.00,2
2946,114,وجود متابعة لصيانة وادامة أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار كل حسب الاختصاص.,positive,0.00,1
2947,114,عدم متابعة أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار.,negative,0.00,2
2948,114,عدم توفر أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار.,negative,0.00,2
2949,114,ضعف في متابعة أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار.,negative,0.00,2
2950,114,وجود منظومة مراقبه وكاميرات مراقبه للمنطقة الأمنية داخل القسم ولا يوجد ربط شبكي بها.,positive,0.00,1
2951,114,عدم وجود متابعة لصيانة وادامة أنظمة المراقبة والاتصالات والكاميرات والأجهزة اللاسلكية ومنظومات الإنذار كل حسب الاختصاص.,negative,0.00,2
2952,115,وجود متابعة وإنجاز كامل للأتمتة والربط الشبكي ومتابعته لصيانة الأجهزة الخاصة بها.,positive,0.00,1
2953,115,وجود متابعة لنظام الاتمتة وصيانة الأجهزة الخاصة والربط الشبكي.,positive,0.00,1
2954,115,وجود متابعة الاتمتة والربط الشبكي.,positive,0.00,1
2955,115,عدم وجود متابعة للربط الشبكي وإنجاز الاتمتة وصيانة الأجهزة الخاصة بالربط الشبكي والاتمتة كون الضابط ملتحق حديثا.,negative,0.00,2
2956,116,يتولى المعاون الإداري متابعة البريد اليومي وادامة السجلات والارشفة الالكترونية حيث تم ارشفة جميع الأوليات منذ عام 2013.,positive,0.00,1
2957,116,المامه بالمهام والواجبات المناطة به من خلال متابعة البريد اليومي وادامة السجلات ووضع أولويات إدارية وتسهيل تداول البريد.,positive,0.00,1
2958,116,عدم المامه بالمهام والواجبات المناطة به وضعف في  متابعة البريد اليومي وادامة السجلات,negative,0.00,2
2959,117,وجود خطة خاصة باحتياجات (مواد عامة، اتصالات، آليات، أسلحة، اعتدة، اثاث) ووجود اضبارة سد النقص واضابير استملاك الأراضي.,positive,0.00,1
2960,117,لا توجد خطة خاصة باحتياجات القسم من (المواد العامة، الاتصالات، الآليات، الأسلحة، الاعتدة، الاثاث).,negative,0.00,2
2961,117,لا توجد اضبارة (سد النقص) حيث توجد قوائم احتياجات وتم التوجيه بفتح اضبارة خاصة لسد النقص.,negative,0.00,2
2962,118,يتم تنفيذ مذكرة التدريب ومناهج التدريب اليومي، وتوفر القاعدة المادية للتدريب.,positive,0.00,1
2963,118,لا توجد خطة تدريب سنوية كونها من اختصاص شعبة الحركات في القسم.,negative,0.00,2
2971,120,تتوفر محطات اتصال ثابتة ومتحركة والشبكات العاملة تغطي قاطع المسؤولية.,positive,0.00,1
2964,118,عدم وجود خطة تدريبية سنوية (المبرمجة، غير المبرمجة) وايجاز التدريب بما يناسب الاحتياجات التدريبية للدوائر.,negative,0.00,2
2965,118,عدم تنفيذ مذكرة التدريب ومناهج التدريب اليومي وتوفر القاعدة المادية للتدريب.,negative,0.00,2
2966,119,توجد متابعة لتوزيع الموارد البشرية بما يتناسب وحجم المنطقة الأمنية وتحديد المنتسبين وحسب الاعمار للعمل بالدوائر القتالية والإدارية وتحديد الذين لديهم نسبة عجز والمصنفين طبياً.,positive,0.00,1
2967,119,لا يتم متابعة توزيع الموارد البشرية في المنطقة الأمنية وينحصر ذلك في القسم فقط في الوقت الحاضر.,negative,0.00,2
2968,119,متابعة توزيع الموارد البشرية بما يتناسب مع حجم المنطقة الأمنية، ووجود نقص كبير في اعداد الضباط.,obstacle,0.00,4
2969,119,وجود نقص في العنصر النسوي في مراكز الشرطة.,obstacle,0.00,4
2970,119,عدم متابعة توزيع الموارد البشرية بالشكل الأمثل وبما يتناسب وحجم المنطقة الأمنية وعدد السكان.,negative,0.00,2
4910,736,تيسر عجلة اقتصادية لنقل الموقوفين والمحكومين.,positive,0.00,1
4911,737,سجل متابعة الاوراق التحقيقية لكل ضابط تحقيق.,positive,0.00,1
2972,120,توفر محطات اتصال ثابتة ومتحركة وتعمل بكفاءة عالية.,positive,0.00,1
2973,120,لا تتوفر منظومة أجهزة الاتصالات (السلكية).,obstacle,0.00,4
2974,120,عدم توفر محطات الاتصال الثابتة والمتحركة بشكل فعال بما يضمن تغطية جغرافية كاملة.,obstacle,0.00,4
2975,120,عدم وجود سيطرة مركزية خاصة بالمنطقة الأمنية وانما يوجد جهاز عجلة نوع هايتيرا موجود داخل غرفة الحركات يعمل عمل السيطرة المركزية.,impediment,0.00,3
2976,121,الشبكات العاملة للاتصالات والترددات المستخدمة تعمل بمستوى جيد,positive,0.00,1
2977,121,الشبكات العاملة للاتصالات والترددات المستخدمة تعمل بمستوى متوسط,positive,0.00,1
2978,121,منظومة أجهزة الاتصالات اللاسلكية لاتعمل بالكفاءة المطلوبة.,negative,0.00,2
2979,121,شبكة الاتصالات والترددات المستخدمة لاتتلائم مع متمتطلبات العمل الميداني وظروف الطوارئ.,negative,0.00,2
2980,121,الشبكات العاملة لا تغطي قاطع المسؤولية، ولا تعمل بكفاءة ولايوجد اتصال مع الوحدات التخصصية.,negative,0.00,2
2981,123,مستوى الاتصال الداخلي والخارجي يعمل بصورة جيدة،,positive,0.00,1
2982,123,وجود تأمين للاتصال الداخلي والخارجي بين القيادات والمفارز والوحدات الفرعية، ووجود تنسيق مع التشكيلات الساندة.,positive,0.00,1
2983,123,عدم وجود الاتصال الداخلي والخارجي بين القيادات والمفارز والوحدات الفرعية بسبب عدم توفر الاجهزة وابراج التقوية.,obstacle,0.00,4
2984,123,لا يوجد اتصال لاسلكي بين المقرات والمفارز والوحدات الفرعية المرتبطة من ناحية الحركات.,negative,0.00,2
2985,123,ضعف مستوى الاتصال الداخلي والخارجي  بين القيادات والمفارز والوحدات الفرعية,negative,0.00,2
2986,126,سجلات الاتصالات المطلوبة متوفرة ومدامة بصورة جيدة.,positive,0.00,1
2987,126,عدم توفر سجلات الاتصالات المطلوبة وادامتها.,negative,0.00,2
2988,126,وجود غرفة شحن النضائد وعدم وجود مستودع خاص بالاتصالات.,impediment,0.00,3
2989,126,لا توجد غرفة الشحن ومستودع خاص بالاتصالات وتفتقر لشروط السلامة.,obstacle,0.00,4
2990,126,العاملين بالاتصالات لديهم كفاءة، ومشتركين بالدورات التخصصية.,positive,0.00,1
2991,126,ضعف كفاءة العاملين بالاتصالات وعدم اشراكهم بالدورات التخصصية.,negative,0.00,2
2996,127,العمل بالخطة التدريبية السنوية وحسب التوقيتات المحددة بما ينسجم مع حاجات التشكيل ومتطلبات العمل الميداني.,positive,0.00,1
2997,127,يتم تنفيذ مذكرة التدريب ومناهج التدريب اليومي وعدم توفر القاعدة المادية للتدريب، وعدم تنفيذ الرمي السنوي باستثناء شرطة العقود.,negative,0.00,2
2998,127,عدم تطبيق الخطة التدريبية السنوية بموجب التوقيتات المحددة، وبما ينسجم مع حاجات التشكيل ومتطلبات العمل الميداني.,negative,0.00,2
2999,127,لم يتم تنفيذ مذكرة التدريب ومناهج التدريب اليومي لعدم توفر القاعدة المادية للتدريب.,negative,0.00,2
3000,128,عدم توفر ساحات التدريب النموذجية وفق القياسات الرسمية.,negative,0.00,2
3001,128,عدم تكامل ساحات التدريب المخصصة والمجهزة بالمستلزمات والأدوات الحديثة التي تتيح تنفيذ البرامج التدريبية.,negative,0.00,2
3002,128,عدم وجود القاعات الدراسية ومستودع التدريب لصغر المكان وعدم عائديتها الى وزارة الداخلية.,obstacle,0.00,4
3003,128,عدم توفر القاعات الدراسية ومستلزماتها من الوسائل التعليمية والمعدات التقنية المستخدمة في التدريب النظري.,impediment,0.00,3
3004,128,توفر ساحات التدريب النموذجية وفق القياسات الرسمية.,positive,0.00,1
3005,129,توفر المحاضرين والمدربين الأكفاء من ذوي الخبرة والاختصاص وإشراكهم في إعداد المناهج.,positive,0.00,1
3006,129,عدم توفر الكادر التدريبي التخصصي وحصول المعلمين والمدربين على شهادات (T3).,impediment,0.00,3
3007,129,عدم اشراك المحاضرين والمدربين في دورات تطويرية داخلية وخارجية.,negative,0.00,2
3008,132,عدم وجود ميدان رمي الكتروني ورمي حقيقي كافي في قاطع المسؤولية.,impediment,0.00,3
3009,132,عدم توفر ميادين الرمي الإلكترونية والحقيقية التي تساهم في اتقان فن الرماية.,impediment,0.00,3
3010,132,عدم توفر ميادين الرمي الحقيقية والاهداف والقاعدة المادية لتنفيذ الرمي.,impediment,0.00,3
3011,132,وجود ميدان رمي الكتروني ورمي حقيقي كافي في قاطع المسؤولية.,positive,0.00,1
3012,134,جاهزية عجلات الحركة والدوريات وصلاحيتها الفنية للعمل الميداني بنسبة ممتازة.,positive,0.00,1
3013,134,قلة الآليات المخصصة وتقادم الموجود منها وكثرة الاعطال الفنية.,impediment,0.00,3
3014,134,نقص في عدد الآليات التخصصية وعجلات الحركة المطلوبة.,obstacle,0.00,4
3015,134,عدم جاهزية عجلات الحركة والدوريات وصلاحيتها الفنية للعمل الميداني .,negative,0.00,2
3016,135,اكتمال الأسلحة والاعتدة وأساليب خزنها وتأمينها وتوزيعها في (المشجب) بشكل منظم وآمن.,positive,0.00,1
3017,135,عدم اكتمال الأسلحة والاعتدة وأساليب خزنها وتأمينها وتوزيعها في (المشجب) بشكل غير منظم وآمن.,negative,0.00,2
3018,135,عدم وجود مستودع نظامي للمواد العامة والمعادة والمستهلكة وعدم العمل ببطاقة المذخر.,negative,0.00,2
3019,136,توجد اضابير المستندات وسجلات الذمة واجراءات دور الاستلام والتسليم والتوثيق الإداري والفني.,positive,0.00,1
3020,136,لم يتم تنظيم اضابير المستندات وسجلات الذمة واجراءات دور الاستلام والتسليم.,negative,0.00,2
3021,136,توزيع الأسلحة بموجب سجلات مؤقتة وليس بمستندات رسمية عند خروج السلاح للواجب.,negative,0.00,2
3022,137,توفر شروط السلامة المهنية للأسلحة والمواد القابلة للاشتعال وتوفر مطافئ الحريق بشكل كافي.,positive,0.00,1
3023,137,توفر كاميرات مراقبة على مستودعات ومخازن الاسلحة والاعتدة وتعمل بشكل فاعل.,positive,0.00,1
3024,137,عدم توفر شروط السلامة المهنية للأسلحة والمواد القابلة للاشتعال وتوفر مطافئ الحريق بشكل غير كافي.,negative,0.00,2
3025,137,عدم وجود كاميرات مراقبة كافية تغطي كافة زوايا مستودعات ومخازن الأسلحة.,negative,0.00,2
3026,139,ملاءمة البيئة الإدارية للمقرات وتوفر مكاتب كافية ومناسبة لإنجاز الأعمال الإدارية والخدمية.,positive,0.00,1
3027,139,عدم وجود البيئة الإدارية المناسبة من حيث المقرات وتنظيم البنى التحتية للإسكان والمكاتب.,negative,0.00,2
3028,139,عدم وجود بيئة إدارية مناسبة وذلك لوجود جميع الإداريين بغرفة صغيرة واحدة لا تتناسب مع طبيعة العمل.,negative,0.00,2
3029,140,يتم تطبيق أنظمة الأرشفة الإلكترونية وتحديث قواعد البيانات بما يسهم في دقة وسرعة الإنجاز.,positive,0.00,1
3030,140,وجود الاجهزة الضرورية للأرشفة الإلكترونية وتم اكمال ارشفة البريد للفترة المطلوبة.,positive,0.00,1
3031,140,عدم وجود الاجهزة الضرورية للأرشفة الإلكترونية، وعدم توفير هاردات خارجية لحفظ النسخ الاحتياطية.,impediment,0.00,3
3032,140,كمال ارشفة البريد الرسمي والأوليات كافة لمقر المنطقة وتحديثها بشكل يومي.,positive,0.00,1
3033,140,قلة الاجهزة الضرورية للأرشفة الألكترونية (حاسبات، ماسح ضوئي، هاردات خزن) ولا تغطي جميع المفاصل.,negative,0.00,2
3034,140,عدم تطبيق أنظمة الأرشفة الإلكترونية وتحديث قواعد البيانات بما يسهم في دقة وسرعة الإنجاز.,negative,0.00,2
3035,141,توفر أجهزة الحاسوب وصيانتها واستخدامها بفاعلية في تمشية أعمال الإدارة الإلكترونية.,positive,0.00,1
3036,141,عدم تهيئة الأجهزة والحواسيب وصيانتها واستخدامها بفاعلية في الإدارة الإلكترونية.,negative,0.00,2
3037,141,وجود الحاسبات المطلوبة ولكن اعدادها لا تكفي مع وجود حاسبات عاطلة بحاجة لصيانة.,negative,0.00,2
3038,143,التقيد بتعليمات المراجع العليا في إدارة الموارد البشرية ومدى تنفيذ الاوامر الصادرة منها.,positive,0.00,1
3039,143,تتم متابعة تنفيذ الأوامر الإدارية الصادرة من المراجع العليا والالتزام بالتوقيتات المحددة.,positive,0.00,1
3040,143,لا توجد متابعة لتنفيذ الأوامر الإدارية الصادرة من المراجع العليا والالتزام بالتوقيتات المحددة.,negative,0.00,2
3041,145,تم فتح السجلات الإدارية والمالية وفق أسس التفتيش وإدامتها بشكل أصولي وخلوها من الحك والشطب.,positive,0.00,1
3042,145,العمل بالترميز الإداري وآلية حفظ البريد الرسمي صحيحة وتسهل الوصول للأوليات.,positive,0.00,1
3043,145,ضعف في إدامة السجلات والملفات الإدارية والمالية وخلوها من الحك والشطب والعمل بالترميز المعتمد.,negative,0.00,2
3044,145,وجود شطب وحك في بعض سجلات الذمة والحسابات الإدارية.,negative,0.00,2
3045,146,تخصيص مخزن مناسب لحفظ الوثائق والأرشيف الورقي وتوفر دواليب ومنظومات السلامة والأمان.,positive,0.00,1
3046,146,مخزن الأوليات والوثائق غير مناسب وهو عبارة عن غرفة صغيرة (سندويج بنل) معرض للتلف والحريق.,negative,0.00,2
3047,146,مخزن الأوليات يفتقر لشروط الحفظ والسلامة لعدم توفر منظومات الإنذار المبكر وإطفاء الحرائق.,negative,0.00,2
3048,146,عدم تخصيص مخازن مناسبة لحفظ الوثائق والمستلزمات الإدارية وفق شروط السلامة.,negative,0.00,2
3078,147,الايجاز معد وفق اسس التفتيش المعتمدة.,positive,0.00,1
